edge-id,source,source-id,category,category-overarching,target-id,target
e1140,"Joseph ben Gorion, The vvonderful, and most deplorable history of the latter times of the Jews and of the city of Hierusalem (1652)",b0148,printed for,the labor of printing,p0286,John Stafford
e0575,"Joseph ben Gorion, The vvonderful, and most deplorable history of the latter times of the Jews and of the city of Hierusalem (1652)",b0148,translated by,authorship,p0066,Flavius Josephus
e1435,"Joseph ben Gorion, The vvonderful, and most deplorable history of the latter times of the Jews and of the city of Hierusalem (1652)",b0148,written by,authorship,p0452,Abraham ben David
e0826,"Joseph Hall, Resolutions and decisions of divers practicall cases of conscience in continuall use amongst men (1649)",b0358,has a frontispiece engraved by,illustration,p0153,William Marshall
e1660,"Joseph Hall, Resolutions and decisions of divers practicall cases of conscience in continuall use amongst men (1649)",b0358,printed by,the labor of printing,p8000,printer only identified by initials
e1573,"Joseph Hall, Resolutions and decisions of divers practicall cases of conscience in continuall use amongst men (1649)",b0358,printed for,the labor of printing,p0542,Nathaniel Butter
e1516,"Joseph Hall, Resolutions and decisions of divers practicall cases of conscience in continuall use amongst men (1649)",b0358,with a letter to the reader by,preliminary content / preliminaries,p0518,Joseph Hall
e1517,"Joseph Hall, Resolutions and decisions of divers practicall cases of conscience in continuall use amongst men (1649)",b0358,written by,authorship,p0518,Joseph Hall
e0870,"Josias Shute, Sarah and Hagar, or, Genesis the sixteenth chapter opened in XIX sermons (1649)",b0272,dedicated to,dedication,p0166,John Egerton
e1057,"Josias Shute, Sarah and Hagar, or, Genesis the sixteenth chapter opened in XIX sermons (1649)",b0272,dedicated to,dedication,p0245,Thomas Vinar
e0814,"Josias Shute, Sarah and Hagar, or, Genesis the sixteenth chapter opened in XIX sermons (1649)",b0272,has a frontispiece engraved by,illustration,p0153,William Marshall
e1667,"Josias Shute, Sarah and Hagar, or, Genesis the sixteenth chapter opened in XIX sermons (1649)",b0272,printed for,the labor of printing,p8000,printer only identified by initials
e0871,"Josias Shute, Sarah and Hagar, or, Genesis the sixteenth chapter opened in XIX sermons (1649)",b0272,transcribed by,authorship,p0167,Edward Sparke
e0872,"Josias Shute, Sarah and Hagar, or, Genesis the sixteenth chapter opened in XIX sermons (1649)",b0272,with a letter to the reader by,preliminary content / preliminaries,p0167,Edward Sparke
e0576,"Josias Shute, Sarah and Hagar, or, Genesis the sixteenth chapter opened in XIX sermons (1649)",b0272,written by,authorship,p0067,Josias Shute
e1133,"Juan de Santa María, Policie vnveiled (1634)",b0320,dedicated to,dedication,p0281,James Hay
e0627,"Juan de Santa María, Policie vnveiled (1634)",b0320,dedicated to,dedication,p0093,"Philip IV, King of Spain"
e1501,"Juan de Santa María, Policie vnveiled (1634)",b0320,translated by,authorship,p0508,James Mabbe
e1381,"Juan de Santa María, Policie vnveiled (1634)",b0320,with a dedicatory epistle by,preliminary content / preliminaries,p0417,Edward Blount
e0578,"Juan de Santa María, Policie vnveiled (1634)",b0320,written by,authorship,p0068,Juan de Santa Maria
e1492,"Juan de Santa María, Policie vnveiled (1637)",b0326,dedicated to,dedication,p0500,Dudley Carleton
e0628,"Juan de Santa María, Policie vnveiled (1637)",b0326,dedicated to,dedication,p0093,"Philip IV, King of Spain"
e1695,"Juan de Santa María, Policie vnveiled (1637)",b0326,has a frontispiece engraved by,illustration,p8022,unidentified engraver (16)
e1546,"Juan de Santa María, Policie vnveiled (1637)",b0326,printed by,the labor of printing,p0527,Thomas Cotes
e1502,"Juan de Santa María, Policie vnveiled (1637)",b0326,translated by,authorship,p0508,James Mabbe
e1382,"Juan de Santa María, Policie vnveiled (1637)",b0326,with a dedicatory epistle by,preliminary content / preliminaries,p0417,Edward Blount
e0579,"Juan de Santa María, Policie vnveiled (1637)",b0326,written by,authorship,p0068,Juan de Santa Maria
e1132,"Juan de Santa Maria, Policy vnveiled (1650)",b0150,dedicated to,dedication,p0281,James Hay
e0626,"Juan de Santa Maria, Policy vnveiled (1650)",b0150,dedicated to,dedication,p0093,"Philip IV, King of Spain"
e1680,"Juan de Santa Maria, Policy vnveiled (1650)",b0150,has a frontispiece engraved by,illustration,p8009,unidentified engraver (3)
e1380,"Juan de Santa Maria, Policy vnveiled (1650)",b0150,translated by,authorship,p0417,Edward Blount
e0577,"Juan de Santa Maria, Policy vnveiled (1650)",b0150,written by,authorship,p0068,Juan de Santa Maria
e1749,"Juan Pérez de Montalbán, Aurora Ismenia and the prince (1650)",b0219,contains commendatory verses by,preliminary content / preliminaries,p8083,unidentified writer (46)
e1750,"Juan Pérez de Montalbán, Aurora Ismenia and the prince (1650)",b0219,contains commendatory verses by,preliminary content / preliminaries,p8084,unidentified writer (47)
e1751,"Juan Pérez de Montalbán, Aurora Ismenia and the prince (1650)",b0219,contains commendatory verses by,preliminary content / preliminaries,p8085,unidentified writer (48)
e1752,"Juan Pérez de Montalbán, Aurora Ismenia and the prince (1650)",b0219,contains commendatory verses by,preliminary content / preliminaries,p8086,unidentified writer (49)
e0741,"Juan Pérez de Montalbán, Aurora Ismenia and the prince (1650)",b0219,translated by,authorship,p0132,Thomas Stanley
e0744,"Juan Pérez de Montalbán, Aurora Ismenia and the prince (1650)",b0219,with a letter to the reader by,preliminary content / preliminaries,p0132,Thomas Stanley
e0641,"Juan Pérez de Montalbán, Aurora Ismenia and the prince (1650)",b0219,written by,authorship,p0098,Girolamo Preti
e0644,"Juan Pérez de Montalbán, Aurora Ismenia and the prince (1650)",b0219,written by,authorship,p0101,Juan Pérez de Montalbán
e0461,"JuanEusebio Nieremberg, Flores solitudinis certaine rare and elegant pieces (1654)",b0383,collected by,authorship,p0044,Henry Vaughan
e1628,"JuanEusebio Nieremberg, Flores solitudinis certaine rare and elegant pieces (1654)",b0383,dedicated to,dedication,p0594,Charles Egerton
e0464,"JuanEusebio Nieremberg, Flores solitudinis certaine rare and elegant pieces (1654)",b0383,translated by,authorship,p0044,Henry Vaughan
e0466,"JuanEusebio Nieremberg, Flores solitudinis certaine rare and elegant pieces (1654)",b0383,with a letter to the reader by,preliminary content / preliminaries,p0044,Henry Vaughan
e1627,"JuanEusebio Nieremberg, Flores solitudinis certaine rare and elegant pieces (1654)",b0383,written by,authorship,p0593,Juan Eusebio Nieremberg
e1681,"Justus Lipsius, A discourse of constancy  (1654)",b0176,has a frontispiece engraved by,illustration,p8010,unidentified engraver (4)
e0674,"Justus Lipsius, A discourse of constancy  (1654)",b0176,translated by,authorship,p0113,Robert Gentilis
e0598,"Justus Lipsius, A discourse of constancy  (1654)",b0176,written by,authorship,p0075,Justus Lipsius
e1770,"Juvenal , Juvenal's sixteen satyrs (1647)",b0152,contains verses on the frontispiece engraving by,preliminary content / preliminaries,p8104,unidentified writer (67)
e0992,"Juvenal , Juvenal's sixteen satyrs (1647)",b0152,dedicated to,dedication,p0209,Henry Pierrepont
e0996,"Juvenal , Juvenal's sixteen satyrs (1647)",b0152,has a frontispiece engraved by,illustration,p0607,Thomas Rawlins
e0807,"Juvenal , Juvenal's sixteen satyrs (1647)",b0152,has a frontispiece engraved by,illustration,p0153,William Marshall
e0851,"Juvenal , Juvenal's sixteen satyrs (1647)",b0152,translated by,authorship,p0156,Robert Stapleton
e0581,"Juvenal , Juvenal's sixteen satyrs (1647)",b0152,written by,authorship,p0069,Juvenal
e0991,"Juvenal , The satyrs of Juvenal  (1646)",b0151,dedicated to,dedication,p0209,Henry Pierrepont
e0850,"Juvenal , The satyrs of Juvenal  (1646)",b0151,translated by,authorship,p0156,Robert Stapleton
e0580,"Juvenal , The satyrs of Juvenal  (1646)",b0151,written by,authorship,p0069,Juvenal
e1673,"King Philip IV of Spain , Royall and gracious priviledges (1645)",b0209,translated by,authorship,p8035,unidentified translator (6)
e1784,"King Philip IV of Spain , Royall and gracious priviledges (1645)",b0209,with a letter to the reader by,preliminary content / preliminaries,p8119,unidentified writer (82)
e1514,"King Philip IV of Spain , Royall and gracious priviledges (1645)",b0209,with an imprimatur by,the labor of printing,p0517,Joseph de Pineda
e0629,"King Philip IV of Spain , Royall and gracious priviledges (1645)",b0209,written by,authorship,p0093,"Philip IV, King of Spain"
e0841,"Lancelot Andrewes, A manual of directions for the sick (1648)",b0005,translated by,authorship,p0155,Richard Drake
e0844,"Lancelot Andrewes, A manual of directions for the sick (1648)",b0005,with a letter to the reader by,preliminary content / preliminaries,p0155,Richard Drake
e0593,"Lancelot Andrewes, A manual of directions for the sick (1648)",b0005,written by,authorship,p0073,Lancelot Andrewes
e0843,"Lancelot Andrewes, A manual of directions for the sick With many sweet meditations and devotions of the R. Reverend Father in God, Lancelot Andrews (1655)",b0007,translated by,authorship,p0155,Richard Drake
e0846,"Lancelot Andrewes, A manual of directions for the sick With many sweet meditations and devotions of the R. Reverend Father in God, Lancelot Andrews (1655)",b0007,with a letter to the reader by,preliminary content / preliminaries,p0155,Richard Drake
e0595,"Lancelot Andrewes, A manual of directions for the sick With many sweet meditations and devotions of the R. Reverend Father in God, Lancelot Andrews (1655)",b0007,written by,authorship,p0073,Lancelot Andrewes
e0475,"Lancelot Andrewes, A manual of the private devotions and meditations of The Right Reverend Father in God Lancelot Andrews (1648)",b0006,contains commendatory verses by,preliminary content / preliminaries,p0050,James Howell
e0792,"Lancelot Andrewes, A manual of the private devotions and meditations of The Right Reverend Father in God Lancelot Andrews (1648)",b0006,dedicated to,dedication,p0146,King Charles I
e0832,"Lancelot Andrewes, A manual of the private devotions and meditations of The Right Reverend Father in God Lancelot Andrews (1648)",b0006,has engravings by,illustration,p0153,William Marshall
e0842,"Lancelot Andrewes, A manual of the private devotions and meditations of The Right Reverend Father in God Lancelot Andrews (1648)",b0006,translated by,authorship,p0155,Richard Drake
e0845,"Lancelot Andrewes, A manual of the private devotions and meditations of The Right Reverend Father in God Lancelot Andrews (1648)",b0006,with a letter to the reader by,preliminary content / preliminaries,p0155,Richard Drake
e0594,"Lancelot Andrewes, A manual of the private devotions and meditations of The Right Reverend Father in God Lancelot Andrews (1648)",b0006,written by,authorship,p0073,Lancelot Andrewes
e1297,"Lancelot Andrewes, Apospasmatia sacra (1657)",b0008,printed by,the labor of printing,p0375,Richard Hodgkinson
e1178,"Lancelot Andrewes, Apospasmatia sacra (1657)",b0008,printed for,the labor of printing,p0309,Andrew Crook
e1192,"Lancelot Andrewes, Apospasmatia sacra (1657)",b0008,printed for,the labor of printing,p0314,Daniel Pakeman
e1370,"Lancelot Andrewes, Apospasmatia sacra (1657)",b0008,printed for,the labor of printing,p0411,Luke Fawne
e1288,"Lancelot Andrewes, Apospasmatia sacra (1657)",b0008,printed for,the labor of printing,p0370,Nathaniel Ekins
e1298,"Lancelot Andrewes, Apospasmatia sacra (1657)",b0008,printed for,the labor of printing,p0376,Richard Royston
e0596,"Lancelot Andrewes, Apospasmatia sacra (1657)",b0008,written by,authorship,p0073,Lancelot Andrewes
e0831,"Lancelot Andrewes, The private devotions of the Right Reverend Father in God Lancelot Andrewes (1647)",b0004,has engravings by,illustration,p0153,William Marshall
e0349,"Lancelot Andrewes, The private devotions of the Right Reverend Father in God Lancelot Andrewes (1647)",b0004,with a letter to the reader by,preliminary content / preliminaries,p0001,Humphrey Moseley
e0592,"Lancelot Andrewes, The private devotions of the Right Reverend Father in God Lancelot Andrewes (1647)",b0004,written by,authorship,p0073,Lancelot Andrewes
e1268,"Levinus Lemnius, The secret miracles of nature in four books (1658)",b0173,printed by,the labor of printing,p0355,John Streater
e1221,"Levinus Lemnius, The secret miracles of nature in four books (1658)",b0173,printed for,the labor of printing,p0331,George Sawbridge
e1395,"Levinus Lemnius, The secret miracles of nature in four books (1658)",b0173,printed for,the labor of printing,p0423,John Clark
e1272,"Levinus Lemnius, The secret miracles of nature in four books (1658)",b0173,printed for,the labor of printing,p0357,John Sweeting
e0597,"Levinus Lemnius, The secret miracles of nature in four books (1658)",b0173,written by,authorship,p0074,Levinus Lemnius
e1342,"Lodowick Carlell, The deserving favorite a tragi-comedy (1659)",b0067,dedicated to,dedication,p0398,Thomas Cary
e1341,"Lodowick Carlell, The deserving favorite a tragi-comedy (1659)",b0067,with a letter to the reader by,preliminary content / preliminaries,p0397,John Rhodes
e0605,"Lodowick Carlell, The deserving favorite a tragi-comedy (1659)",b0067,written by,authorship,p0077,Lodowick Carlell
e0603,"Lodowick Carlell, The famous tragedy of Osmond the great Turk (1657)",b0065,written by,authorship,p0077,Lodowick Carlell
e0602,"Lodowick Carlell, The fool would be a favourit, or, The discreet lover a trage-comedy (1657)",b0064,written by,authorship,p0077,Lodowick Carlell
e1174,"Lodowick Carlell, The passionate lovers a tragi-comedy (1655)",b0061,contains dedicatory epistle by,preliminary content / preliminaries,p0307,Alexander Gouche
e1146,"Lodowick Carlell, The passionate lovers a tragi-comedy (1655)",b0061,dedicated to,dedication,p0290,Mary Stewart
e0600,"Lodowick Carlell, The passionate lovers a tragi-comedy (1655)",b0061,written by,authorship,p0077,Lodowick Carlell
e1175,"Lodowick Carlell, The passionate lovers, a tragi-comedy (1655)",b0062,contains dedicatory epistle by,preliminary content / preliminaries,p0307,Alexander Gouche
e1147,"Lodowick Carlell, The passionate lovers, a tragi-comedy (1655)",b0062,dedicated to,dedication,p0290,Mary Stewart
e1103,"Lodowick Carlell, The passionate lovers, a tragi-comedy (1655)",b0062,printed by,the labor of printing,p0269,Thomas Newcomb
e0601,"Lodowick Carlell, The passionate lovers, a tragi-comedy (1655)",b0062,written by,authorship,p0077,Lodowick Carlell
e0604,"Lodowick Carlell, Two new playes (1657)",b0066,written by,authorship,p0077,Lodowick Carlell
e0923,"Luca Assarino, La stratonica (1651)",b0019,dedicated to,dedication,p0182,Katherine Howard
e0922,"Luca Assarino, La stratonica (1651)",b0019,printed by,the labor of printing,p0181,John Field
e0921,"Luca Assarino, La stratonica (1651)",b0019,translated by,authorship,p0180,John Burbery
e1244,"Luca Assarino, La stratonica (1651)",b0019,written by,authorship,p0343,John Baptist Cartolari
e0376,"Luca Assarino, La stratonica (1651)",b0019,written by,authorship,p0008,Luca Assarino
e0735,"Lucius Annaeus Seneca, Medea a tragedie (1648)",b0255,contains commendatory verses by,preliminary content / preliminaries,p0132,Thomas Stanley
e1754,"Lucius Annaeus Seneca, Medea a tragedie (1648)",b0255,contains commendatory verses by,preliminary content / preliminaries,p8088,unidentified writer (51)
e0894,"Lucius Annaeus Seneca, Medea a tragedie (1648)",b0255,translated by,authorship,p0171,Edward Sherburne
e0896,"Lucius Annaeus Seneca, Medea a tragedie (1648)",b0255,with a letter to the reader by,preliminary content / preliminaries,p0171,Edward Sherburne
e0704,"Lucius Annaeus Seneca, Medea a tragedie (1648)",b0255,written by,authorship,p0122,Lucius Annaeus Seneca
e0793,"Lucius Annaeus Seneca, Seneca's answer to Lucilius his quaere why good men suffer misfortunes seeing there is a divine providence? (1648)",b0254,dedicated to,dedication,p0146,King Charles I
e0893,"Lucius Annaeus Seneca, Seneca's answer to Lucilius his quaere why good men suffer misfortunes seeing there is a divine providence? (1648)",b0254,translated by,authorship,p0171,Edward Sherburne
e0895,"Lucius Annaeus Seneca, Seneca's answer to Lucilius his quaere why good men suffer misfortunes seeing there is a divine providence? (1648)",b0254,with a letter to the reader by,preliminary content / preliminaries,p0171,Edward Sherburne
e0703,"Lucius Annaeus Seneca, Seneca's answer to Lucilius his quaere why good men suffer misfortunes seeing there is a divine providence? (1648)",b0254,written by,authorship,p0122,Lucius Annaeus Seneca
e1319,"Luís de Camões, The Lusiad, or, Portugals historicall poem (1655)",b0058,dedicated to,dedication,p0390,William Wentworth
e1697,"Luís de Camões, The Lusiad, or, Portugals historicall poem (1655)",b0058,has engravings by,illustration,p8024,unidentified engraver (18)
e1296,"Luís de Camões, The Lusiad, or, Portugals historicall poem (1655)",b0058,translated by,authorship,p0374,Richard Fanshaw
e0386,"Luís de Camões, The Lusiad, or, Portugals historicall poem (1655)",b0058,written by,authorship,p0017,Luís de Camões
e1608,"M. de Vaumorière, The grand Scipio an excellent new romance (1660)",b0371,dedicated to,dedication,p0574,Martha Cary
e1497,"M. de Vaumorière, The grand Scipio an excellent new romance (1660)",b0371,printed for,the labor of printing,p0505,Henry Herringman
e0967,"M. de Vaumorière, The grand Scipio an excellent new romance (1660)",b0371,printed for,the labor of printing,p0199,Thomas Dring
e1675,"M. de Vaumorière, The grand Scipio an excellent new romance (1660)",b0371,translated by,authorship,p8036,unidentified translator (7)
e1609,"M. de Vaumorière, The grand Scipio an excellent new romance (1660)",b0371,written by,authorship,p0575,M. de Vaumorière
e1024,"Maciej Kazimierz Sarbiewski, The odes of Casimire (1646)",b0246,dedicated to,dedication,p0223,Bernardo Hyde
e0813,"Maciej Kazimierz Sarbiewski, The odes of Casimire (1646)",b0246,has a frontispiece engraved by,illustration,p0153,William Marshall
e1361,"Maciej Kazimierz Sarbiewski, The odes of Casimire (1646)",b0246,printed by,the labor of printing,p0407,Thomas Warren
e1311,"Maciej Kazimierz Sarbiewski, The odes of Casimire (1646)",b0246,translated by,authorship,p0384,George Hills
e1312,"Maciej Kazimierz Sarbiewski, The odes of Casimire (1646)",b0246,with a letter to the reader by,preliminary content / preliminaries,p0384,George Hills
e0840,"Maciej Kazimierz Sarbiewski, The odes of Casimire (1646)",b0246,with an imprimatur by,the labor of printing,p0154,Nathanael Brent
e0694,"Maciej Kazimierz Sarbiewski, The odes of Casimire (1646)",b0246,written by,authorship,p0118,Maciej Kazimierz Sarbiewski
e1442,"Madeleine de Scudéry, Artamenes, or, The Grand Cyrus an excellent new romance (1653)",b0251,dedicated to,dedication,p0458,Anne Lucas
e0961,"Madeleine de Scudéry, Artamenes, or, The Grand Cyrus an excellent new romance (1653)",b0251,printed for,the labor of printing,p0199,Thomas Dring
e1210,"Madeleine de Scudéry, Artamenes, or, The Grand Cyrus an excellent new romance (1653)",b0251,translated by,authorship,p0324,Francis Gifford
e0359,"Madeleine de Scudéry, Artamenes, or, The Grand Cyrus an excellent new romance (1653)",b0251,with a letter to the reader by,preliminary content / preliminaries,p0001,Humphrey Moseley
e0696,"Madeleine de Scudéry, Artamenes, or, The Grand Cyrus an excellent new romance (1653)",b0251,with a letter to the reader by,preliminary content / preliminaries,p0120,Madeleine de Scudéry
e0699,"Madeleine de Scudéry, Artamenes, or, The Grand Cyrus an excellent new romance (1653)",b0251,written by,authorship,p0120,Madeleine de Scudéry
e1191,"Madeleine de Scudéry, Clelia an excellent new romance dedicated to Mademoiselle de Longueville (1655)",b0252,dedicated to,dedication,p0313,Constance Enyon
e1421,"Madeleine de Scudéry, Clelia an excellent new romance dedicated to Mademoiselle de Longueville (1655)",b0252,dedicated to,dedication,p0442,Dorothy Heale
e0695,"Madeleine de Scudéry, Clelia an excellent new romance dedicated to Mademoiselle de Longueville (1655)",b0252,dedicated to,dedication,p0120,Madeleine de Scudéry
e1287,"Madeleine de Scudéry, Clelia an excellent new romance dedicated to Mademoiselle de Longueville (1655)",b0252,dedicated to,dedication,p0369,Mary St. Quintin
e0962,"Madeleine de Scudéry, Clelia an excellent new romance dedicated to Mademoiselle de Longueville (1655)",b0252,printed for,the labor of printing,p0199,Thomas Dring
e1247,"Madeleine de Scudéry, Clelia an excellent new romance dedicated to Mademoiselle de Longueville (1655)",b0252,translated by,authorship,p0344,John Davies
e1228,"Madeleine de Scudéry, Clelia an excellent new romance dedicated to Mademoiselle de Longueville (1655)",b0252,written by,authorship,p0333,Georges de Scudery
e0700,"Madeleine de Scudéry, Clelia an excellent new romance dedicated to Mademoiselle de Longueville (1655)",b0252,written by,authorship,p0120,Madeleine de Scudéry
e1422,"Madeleine de Scudéry, Clelia. an excellent new romance (1656)",b0387,dedicated to,dedication,p0442,Dorothy Heale
e0968,"Madeleine de Scudéry, Clelia. an excellent new romance (1656)",b0387,printed for,the labor of printing,p0199,Thomas Dring
e1249,"Madeleine de Scudéry, Clelia. an excellent new romance (1656)",b0387,translated by,authorship,p0344,John Davies
e0701,"Madeleine de Scudéry, Clelia. an excellent new romance (1656)",b0387,written by,authorship,p0120,Madeleine de Scudéry
e1204,"Madeleine de Scudéry, Curia politiae (1654)",b0248,contains dedicatory epistle by,preliminary content / preliminaries,p0321,Edward Wolley
e1187,"Madeleine de Scudéry, Curia politiae (1654)",b0248,dedicated to,dedication,p0311,King Charles II
e1692,"Madeleine de Scudéry, Curia politiae (1654)",b0248,has a frontispiece engraved by,illustration,p8019,unidentified engraver (13)
e1293,"Madeleine de Scudéry, Curia politiae (1654)",b0248,has engravings by,illustration,p0372,Pierre Lombart
e1075,"Madeleine de Scudéry, Curia politiae (1654)",b0248,has engravings by,illustration,p0256,Robert Vaughan
e1160,"Madeleine de Scudéry, Curia politiae (1654)",b0248,has engravings by,illustration,p0297,Thomas Cecil
e1227,"Madeleine de Scudéry, Curia politiae (1654)",b0248,written by,authorship,p0333,Georges de Scudery
e1148,"Madeleine de Scudéry, Ibrahim, or, The illustrious bassa an excellent new romance (1652)",b0249,dedicated to,dedication,p0290,Mary Stewart
e1167,"Madeleine de Scudéry, Ibrahim, or, The illustrious bassa an excellent new romance (1652)",b0249,printed for,the labor of printing,p0300,Thomas Heath
e1169,"Madeleine de Scudéry, Ibrahim, or, The illustrious bassa an excellent new romance (1652)",b0249,printed for,the labor of printing,p0301,William Bentley
e1129,"Madeleine de Scudéry, Ibrahim, or, The illustrious bassa an excellent new romance (1652)",b0249,translated by,authorship,p0278,Henry Cogan
e0697,"Madeleine de Scudéry, Ibrahim, or, The illustrious bassa an excellent new romance (1652)",b0249,written by,authorship,p0120,Madeleine de Scudéry
e1209,"Madeleine de Scudéry, The history of Philoxypes and Polycrite (1652)",b0250,translated by,authorship,p0324,Francis Gifford
e0698,"Madeleine de Scudéry, The history of Philoxypes and Polycrite (1652)",b0250,written by,authorship,p0120,Madeleine de Scudéry
e1622,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,dedicated to,dedication,p0588,Bulstrode Whitlock
e1270,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,printed by,the labor of printing,p0355,John Streater
e1224,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,sold by,the labor of printing,p0331,George Sawbridge
e1498,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,sold by,the labor of printing,p0505,Henry Herringman
e1625,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,sold by,the labor of printing,p0591,Henry Twiford
e1626,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,sold by,the labor of printing,p0592,John Place
e0971,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,sold by,the labor of printing,p0199,Thomas Dring
e1676,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,translated by,authorship,p8037,unidentified translator (8)
e1776,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,with a dedicatory epistle by,preliminary content / preliminaries,p8110,unidentified writer (73)
e1624,"Magnus Olaus, A compendious history of the Goths, Svvedes, & Vandals, and other northern nations (1658)",b0391,written by,authorship,p0590,Olaus Magnus
e1284,"Mantuanus Baptista, The bucolicks of Baptist Mantuan in ten eclogues (1655)",b0022,dedicated to,dedication,p0366,Marmaduke Lloyd
e1485,"Mantuanus Baptista, The bucolicks of Baptist Mantuan in ten eclogues (1655)",b0022,dedicated to,dedication,p0495,Urania
e1305,"Mantuanus Baptista, The bucolicks of Baptist Mantuan in ten eclogues (1655)",b0022,translated by,authorship,p0382,Thomas Harvey
e1306,"Mantuanus Baptista, The bucolicks of Baptist Mantuan in ten eclogues (1655)",b0022,with a letter to the reader by,preliminary content / preliminaries,p0382,Thomas Harvey
e0377,"Mantuanus Baptista, The bucolicks of Baptist Mantuan in ten eclogues (1655)",b0022,written by,authorship,p0016,Traiano Boccalini
e1107,"Marin Cureau de la Chambre, A discourse of the knowledg of beasts (1658)",b0168,printed by,the labor of printing,p0269,Thomas Newcomb
e1671,"Marin Cureau de la Chambre, A discourse of the knowledg of beasts (1658)",b0168,translated by,authorship,p8033,unidentified translator (4)
e0591,"Marin Cureau de la Chambre, A discourse of the knowledg of beasts (1658)",b0168,written by,authorship,p0071,Marin Cureau de La Chambre
e1417,"Michael Maier, Lusus serius, or, Serious passe-time (1654)",b0182,dedicated to,dedication,p0438,Cary Dillon
e1166,"Michael Maier, Lusus serius, or, Serious passe-time (1654)",b0182,printed for,the labor of printing,p0300,Thomas Heath
e1467,"Michael Maier, Lusus serius, or, Serious passe-time (1654)",b0182,translated by,authorship,p0480,John Hall
e0608,"Michael Maier, Lusus serius, or, Serious passe-time (1654)",b0182,written by,authorship,p0079,Michael Maier
e0755,"Michael Thomas, The saints expectation and reward (1655)",b0294,written by,authorship,p0135,Michael Thomas
e1200,"Michael Thomas, Two assize sermons preached at Bridgnorth (1659)",b0295,dedicated to,dedication,p0317,Edmund Waring
e0939,"Michael Thomas, Two assize sermons preached at Bridgnorth (1659)",b0295,printed by,the labor of printing,p0184,William Wilson
e0756,"Michael Thomas, Two assize sermons preached at Bridgnorth (1659)",b0295,written by,authorship,p0135,Michael Thomas
e1655,"Musophilus , The Card of courtship (1653)",b0202,printed by,the labor of printing,p8000,printer only identified by initials
e1833,"Musophilus , The Card of courtship (1653)",b0202,with dedicatory epistle by,preliminary content / preliminaries,p8006,pseudonym
e1256,"N. N., The scarlet gown or the history of all the present cardinals of Rome (1653)",b0203,dedicated to,dedication,p0348,John Manners
e1008,"N. N., The scarlet gown or the history of all the present cardinals of Rome (1653)",b0203,has engravings by,illustration,p0211,Thomas Cross
e1127,"N. N., The scarlet gown or the history of all the present cardinals of Rome (1653)",b0203,translated by,authorship,p0278,Henry Cogan
e1804,"N. N., The scarlet gown or the history of all the present cardinals of Rome (1653)",b0203,written by,authorship,p8135,unidentified writer (98)
e1257,"N. N., The scarlet gown: or the history of all the present cardinals of Rome (1660)",b0204,dedicated to,dedication,p0348,John Manners
e1000,"N. N., The scarlet gown: or the history of all the present cardinals of Rome (1660)",b0204,has a frontispiece engraved by,illustration,p0211,Thomas Cross
e1128,"N. N., The scarlet gown: or the history of all the present cardinals of Rome (1660)",b0204,translated by,authorship,p0278,Henry Cogan
e1805,"N. N., The scarlet gown: or the history of all the present cardinals of Rome (1660)",b0204,written by,authorship,p8136,unidentified writer (99)
e1432,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,contains commendatory verses by,preliminary content / preliminaries,p0449,J. Pickering
e1020,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,contains commendatory verses by,preliminary content / preliminaries,p0217,Jacobus Bernard
e1021,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,contains commendatory verses by,preliminary content / preliminaries,p0218,John Rosse
e1019,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,contains commendatory verses by,preliminary content / preliminaries,p0216,John Whiting
e1018,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,contains commendatory verses by,preliminary content / preliminaries,p0215,William Purifey Redor
e1017,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,dedicated to,dedication,p0214,Inconstanza Bellarizza
e1016,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,dedicated to,dedication,p0213,John Lovelace
e1022,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,has a frontispiece engraved by,illustration,p0219,Cornelius van Dalen
